POPULATION_SIZE,CXPB,MU_INDPB,NGEN,TOURNAMENT_SIZE,MAKESPAN,EMPTY_MACHINE,PRODUCTS_WAITING
100,0.19999999999999968,0.15,4000,5,10044,4362,312
100,0.19999999999999968,0.16999999999999998,4000,5,43,4194,273
100,0.19999999999999968,0.18999999999999997,4000,5,10046,4882,368
100,0.19999999999999968,0.20999999999999996,4000,5,10047,5072,365
100,0.19999999999999968,0.22999999999999995,4000,5,48,5122,332
100,0.19999999999999968,0.24999999999999994,4000,5,20049,5223,369
100,0.1499999999999997,0.01,4000,5,18,307,36
100,0.1499999999999997,0.03,4000,5,31,550,58
100,0.1499999999999997,0.05,4000,5,30,1065,138
100,0.1499999999999997,0.07,4000,5,39,2470,191
100,0.1499999999999997,0.09000000000000001,4000,5,41,3718,295
100,0.1499999999999997,0.11000000000000001,4000,5,38,3171,261
100,0.1499999999999997,0.13,4000,5,48,4492,332
100,0.1499999999999997,0.15,4000,5,44,4194,336
100,0.1499999999999997,0.16999999999999998,4000,5,46,4690,316
100,0.1499999999999997,0.18999999999999997,4000,5,10047,5464,358
100,0.1499999999999997,0.20999999999999996,4000,5,48,5030,384
100,0.1499999999999997,0.22999999999999995,4000,5,10047,6025,337
100,0.1499999999999997,0.24999999999999994,4000,5,10047,4491,245
100,0.09999999999999969,0.01,4000,5,29,441,42
100,0.09999999999999969,0.03,4000,5,23,446,51
100,0.09999999999999969,0.05,4000,5,37,1525,130
100,0.09999999999999969,0.07,4000,5,43,2309,234
100,0.09999999999999969,0.09000000000000001,4000,5,40,2400,228
100,0.09999999999999969,0.11000000000000001,4000,5,42,3659,284
100,0.09999999999999969,0.13,4000,5,38,3952,279
100,0.09999999999999969,0.15,4000,5,10044,4621,235
100,0.09999999999999969,0.16999999999999998,4000,5,20046,5827,352
100,0.09999999999999969,0.18999999999999997,4000,5,48,6035,323
100,0.09999999999999969,0.20999999999999996,4000,5,20047,6384,397
100,0.09999999999999969,0.22999999999999995,4000,5,20048,5612,374
100,0.09999999999999969,0.24999999999999994,4000,5,10046,5101,330
