POPULATION_SIZE,CXPB,MU_INDPB,NGEN,TOURNAMENT_SIZE,MAKESPAN,EMPTY_MACHINE,PRODUCTS_WAITING
100,0.5999999999999996,0.15,4000,4,41,2119,164
100,0.5999999999999996,0.16999999999999998,4000,4,32,1356,105
100,0.5999999999999996,0.18999999999999997,4000,4,31,2105,136
100,0.5999999999999996,0.20999999999999996,4000,4,40,2807,190
100,0.5999999999999996,0.22999999999999995,4000,4,43,2554,149
100,0.5999999999999996,0.24999999999999994,4000,4,39,2690,203
100,0.5499999999999996,0.01,4000,4,16,210,30
100,0.5499999999999996,0.03,4000,4,18,396,57
100,0.5499999999999996,0.05,4000,4,27,1307,127
100,0.5499999999999996,0.07,4000,4,29,1476,122
100,0.5499999999999996,0.09000000000000001,4000,4,36,1735,163
100,0.5499999999999996,0.11000000000000001,4000,4,32,1791,116
100,0.5499999999999996,0.13,4000,4,29,1818,161
100,0.5499999999999996,0.15,4000,4,32,1824,133
100,0.5499999999999996,0.16999999999999998,4000,4,34,1903,142
100,0.5499999999999996,0.18999999999999997,4000,4,37,2269,152
100,0.5499999999999996,0.20999999999999996,4000,4,40,3071,193
100,0.5499999999999996,0.22999999999999995,4000,4,36,2855,125
100,0.5499999999999996,0.24999999999999994,4000,4,40,2851,198
100,0.4999999999999996,0.01,4000,4,17,268,46
100,0.4999999999999996,0.03,4000,4,19,364,46
100,0.4999999999999996,0.05,4000,4,26,931,65
100,0.4999999999999996,0.07,4000,4,33,1397,115
100,0.4999999999999996,0.09000000000000001,4000,4,41,1686,128
100,0.4999999999999996,0.11000000000000001,4000,4,32,1744,160
100,0.4999999999999996,0.13,4000,4,40,1668,126
100,0.4999999999999996,0.15,4000,4,36,2399,219
100,0.4999999999999996,0.16999999999999998,4000,4,37,2802,202
100,0.4999999999999996,0.18999999999999997,4000,4,42,2231,165
100,0.4999999999999996,0.20999999999999996,4000,4,35,2932,173
100,0.4999999999999996,0.22999999999999995,4000,4,41,3116,181
100,0.4999999999999996,0.24999999999999994,4000,4,37,2713,152
100,0.4499999999999996,0.01,4000,4,17,323,42
100,0.4499999999999996,0.03,4000,4,21,436,56
100,0.4499999999999996,0.05,4000,4,29,1148,103
100,0.4499999999999996,0.07,4000,4,36,1914,142
100,0.4499999999999996,0.09000000000000001,4000,4,31,1710,128
100,0.4499999999999996,0.11000000000000001,4000,4,39,1836,115
100,0.4499999999999996,0.13,4000,4,37,1825,158
100,0.4499999999999996,0.15,4000,4,39,2611,227
100,0.4499999999999996,0.16999999999999998,4000,4,34,2410,191
100,0.4499999999999996,0.18999999999999997,4000,4,39,2463,174
100,0.4499999999999996,0.20999999999999996,4000,4,41,2663,128
100,0.4499999999999996,0.22999999999999995,4000,4,43,2868,224
100,0.4499999999999996,0.24999999999999994,4000,4,43,3290,198
100,0.39999999999999963,0.01,4000,4,16,126,32
100,0.39999999999999963,0.03,4000,4,20,448,58
100,0.39999999999999963,0.05,4000,4,25,930,102
100,0.39999999999999963,0.07,4000,4,30,1429,111
100,0.39999999999999963,0.09000000000000001,4000,4,33,1796,156
100,0.39999999999999963,0.11000000000000001,4000,4,42,2054,147
100,0.39999999999999963,0.13,4000,4,35,2276,142
100,0.39999999999999963,0.15,4000,4,34,2735,201
100,0.39999999999999963,0.16999999999999998,4000,4,37,2583,186
100,0.39999999999999963,0.18999999999999997,4000,4,38,3495,233
100,0.39999999999999963,0.20999999999999996,4000,4,39,2687,185
100,0.39999999999999963,0.22999999999999995,4000,4,10044,3716,220
100,0.39999999999999963,0.24999999999999994,4000,4,46,3447,195
100,0.34999999999999964,0.01,4000,4,16,160,35
100,0.34999999999999964,0.03,4000,4,25,653,70
100,0.34999999999999964,0.05,4000,4,25,913,86
100,0.34999999999999964,0.07,4000,4,31,1855,136
100,0.34999999999999964,0.09000000000000001,4000,4,34,1767,146
100,0.34999999999999964,0.11000000000000001,4000,4,32,2201,156
100,0.34999999999999964,0.13,4000,4,40,2626,153
100,0.34999999999999964,0.15,4000,4,40,3086,219
100,0.34999999999999964,0.16999999999999998,4000,4,40,2389,180
100,0.34999999999999964,0.18999999999999997,4000,4,36,3025,207
100,0.34999999999999964,0.20999999999999996,4000,4,42,3428,225
100,0.34999999999999964,0.22999999999999995,4000,4,42,3464,218
100,0.34999999999999964,0.24999999999999994,4000,4,43,3828,267
100,0.29999999999999966,0.01,4000,4,17,314,47
100,0.29999999999999966,0.03,4000,4,21,592,69
100,0.29999999999999966,0.05,4000,4,25,885,81
100,0.29999999999999966,0.07,4000,4,31,1929,137
100,0.29999999999999966,0.09000000000000001,4000,4,39,3178,176
100,0.29999999999999966,0.11000000000000001,4000,4,44,2921,159
100,0.29999999999999966,0.13,4000,4,47,3973,232
100,0.29999999999999966,0.15,4000,4,44,3081,228
100,0.29999999999999966,0.16999999999999998,4000,4,38,2787,215
100,0.29999999999999966,0.18999999999999997,4000,4,37,3307,237
100,0.29999999999999966,0.20999999999999996,4000,4,40,3780,285
100,0.29999999999999966,0.22999999999999995,4000,4,41,3967,249
100,0.29999999999999966,0.24999999999999994,4000,4,41,4183,203
100,0.24999999999999967,0.01,4000,4,15,169,40
100,0.24999999999999967,0.03,4000,4,20,410,63
100,0.24999999999999967,0.05,4000,4,28,1448,126
100,0.24999999999999967,0.07,4000,4,33,1911,143
100,0.24999999999999967,0.09000000000000001,4000,4,40,2702,208
100,0.24999999999999967,0.11000000000000001,4000,4,39,2632,161
100,0.24999999999999967,0.13,4000,4,39,3471,234
100,0.24999999999999967,0.15,4000,4,43,3709,219
100,0.24999999999999967,0.16999999999999998,4000,4,44,3672,202
100,0.24999999999999967,0.18999999999999997,4000,4,45,3306,228
100,0.24999999999999967,0.20999999999999996,4000,4,47,3535,228
100,0.24999999999999967,0.22999999999999995,4000,4,43,4124,227
100,0.24999999999999967,0.24999999999999994,4000,4,40,4205,233
100,0.19999999999999968,0.01,4000,4,17,294,42
100,0.19999999999999968,0.03,4000,4,26,631,80
100,0.19999999999999968,0.05,4000,4,34,1377,108
100,0.19999999999999968,0.07,4000,4,33,1644,142
100,0.19999999999999968,0.09000000000000001,4000,4,42,2827,186
100,0.19999999999999968,0.11000000000000001,4000,4,48,4819,358
100,0.19999999999999968,0.13,4000,4,41,3333,226
100,0.19999999999999968,0.15,4000,4,43,3548,274
100,0.19999999999999968,0.16999999999999998,4000,4,47,4347,265
100,0.19999999999999968,0.18999999999999997,4000,4,44,3440,197
100,0.19999999999999968,0.20999999999999996,4000,4,47,4265,266
100,0.19999999999999968,0.22999999999999995,4000,4,42,3992,237
100,0.19999999999999968,0.24999999999999994,4000,4,45,4499,257
100,0.1499999999999997,0.01,4000,4,16,235,38
100,0.1499999999999997,0.03,4000,4,20,548,89
100,0.1499999999999997,0.05,4000,4,28,1451,127
100,0.1499999999999997,0.07,4000,4,35,2125,165
100,0.1499999999999997,0.09000000000000001,4000,4,39,3557,216
100,0.1499999999999997,0.11000000000000001,4000,4,45,4922,307
100,0.1499999999999997,0.13,4000,4,40,3702,203
100,0.1499999999999997,0.15,4000,4,46,4094,279
100,0.1499999999999997,0.16999999999999998,4000,4,48,3722,190
100,0.1499999999999997,0.18999999999999997,4000,4,46,4007,271
100,0.1499999999999997,0.20999999999999996,4000,4,47,4611,264
100,0.1499999999999997,0.22999999999999995,4000,4,49,5733,300
100,0.1499999999999997,0.24999999999999994,4000,4,10049,4810,259
100,0.09999999999999969,0.01,4000,4,17,161,33
100,0.09999999999999969,0.03,4000,4,20,437,49
100,0.09999999999999969,0.05,4000,4,28,1425,98
100,0.09999999999999969,0.07,4000,4,35,2578,187
100,0.09999999999999969,0.09000000000000001,4000,4,39,3407,179
100,0.09999999999999969,0.11000000000000001,4000,4,42,4432,226
100,0.09999999999999969,0.13,4000,4,45,4905,293
100,0.09999999999999969,0.15,4000,4,49,4558,280
100,0.09999999999999969,0.16999999999999998,4000,4,45,4866,300
100,0.09999999999999969,0.18999999999999997,4000,4,47,5720,318
100,0.09999999999999969,0.20999999999999996,4000,4,10048,5330,337
100,0.09999999999999969,0.22999999999999995,4000,4,10047,5295,215
100,0.09999999999999969,0.24999999999999994,4000,4,48,5304,355
